"Article_ID";"Date";"Title";"Subject";"Topic.Code"
24107;"11-Apr-01";"Plotting A Pardon; Rich Cashed In a World of Chits to Win Pardon";"Billionaire businessman enlisted estranged wife to win pardon";20
26237;"12-Apr-01";"Moratorium Asked On Suits That Seek To Protect Species";"Bush administration wants to make it more difficult  to petition species as endangered";7
5579;"13-Apr-01";"Collision With China: The Overview; With Crew in U.S., Bush Sharpens Tone Toward China";"US Officials more critical of China now that crew returned home";16
5871;"15-Apr-01";"Navy Panel Urges No Court-Martial For Sub's Skipper";"Skipper of American sub will not be tried by court-martial, faces punitive letter or reprimand";16
19394;"16-Apr-01";"Use of English as World Tongue Is Booming, and So Is Concern";"Use of English increasing, raises concerns as foreign languages decrease";19
26240;"17-Apr-01";"90's Suburbs of West and South: Denser in One, Sprawling in Other";"Suburban landscape not what used to be; growth slowing in West and South";14
18566;"18-Apr-01";"Powell Assails Israel for Gaza Incursion";"Powell statement charges Israel for using excessive force in Gaza";19
18567;"19-Apr-01";"Palestinians in Gaza Fire Shells at Israelis";"Palestinians fire mortars at Israeli settlements";19
28042;"21-Apr-01";"Desperate for Prison Guards, Some States Even Rob Cradles";"State prisons lowering minimum age of corrections officers to fill vacancies";12
8678;"22-Apr-01";"Bush Links Trade With Democracy At Quebec Talks";"Bush seeks to expand NAFTA throughout Central and South America";18
5873;"23-Apr-01";"Despite Sub Inquiry, Navy Still Sees Need For Guests on Ships";"Navy to continue inviting guests on board, despite sub accident";16
25479;"25-Apr-01";"A Fiery Torricelli Rebuffs Critics In a Meeting of Senate Democrats";"Torricelli defends himself to Democratic Senators";20
28053;"26-Apr-01";"Using an Informer, U.S. Agents Charge 45 in Mafia Crimes";"FBI arrest 45 mafia members accussed of committing mob crimes";12
28057;"27-Apr-01";"House Approves Bill Criminalizing Violence To Fetus";"House passes bill criminalizing harming fetus during offense against woman";12
26253;"28-Apr-01";"4 In Diallo Case Stay On Desk Duty";"police officers involved in shooting death held to desk duty";12
26254;"29-Apr-01";"Living On Welfare: A Clock Is Ticking";"Despite meeting welfare laws, mother can't get off welfare, will lose benefits at end of year";13
20991;"30-Apr-01";"New Reality Show Planning To Put Ads Between the Ads";"Reality show will bring revenue beyond standard commercials";28
28071;"2-May-01";"G.O.P. Lawmakers And White House Agree On Tax Cut";"Congress and White House agree to compromise budget";1
26256;"3-May-01";"Facing Big Rise in Car Insurance, Albany Scrambles for a Solution";"New York legislature seeking to prevent large rate increases in auto insurance";15
26258;"4-May-01";"Bush Will Modify Ban on New Roads For U.S. Forests";"White House amends rules on banning new roads in forests";7
28081;"5-May-01";"3rd Set of Genes Used In Fertility Treatment";"Third set of genes appear in babies of new infertility method";3
28084;"6-May-01";"Princeton's New Leader";"New president of Princeton University";6
22054;"7-May-01";"Big Play on the South Lawn";"Little League T-ball opener";29
19280;"9-May-01";"House Threatens To Hold U.N. Dues In Loss Of A Seat";"Washington to withhold UN dues after loss of ECOSOC seat";19
28096;"10-May-01";"Horse Racing; Mystery Illness Hurts Horse Breeding in Kentucky";"fungus believed to be cause of stillborn foal births in Kentucky";4
28104;"11-May-01";"U.S. Admits Failure To Share Evidence In McVeigh's Trail";"FBI discovers interview reports about Oklahoma City Bombings days before execution";12
26263;"12-May-01";"Citing F.B.I. Lapse, Ashcroft Delays McVeigh Execution";"Ashcroft delays McVeigh execution citing recently found interview reports";12
25775;"13-May-01";"In Ruin, Symbols on a Stone Hint at a Lost Asian Culture";"archaeologists discover ancient civilization in Asia";19
18332;"14-May-01";"Japan's Leader Seeks Constitution Reforms";"Japanese Prime Minister wants to change Constitution";19
17871;"16-May-01";"The Perils Of Plenty: A Special Report; Chad's Wait for Its Oil Riches May Be Long";"Chad still struggling to develop after hope of oil wealth";19
28127;"17-May-01";"Proposal Is Latest U.S. Reaction To Concerns That Wax and Wane";"proposal to use coal in energy crisis part of a 20 year cycle";8
28133;"18-May-01";"The Energy Plan: The Overview; Bush, Pushing Energy Plan, Offers Scores Of Proposals To Find New Power Sources";"Bush tries to sell energy plan to Congress";8
18570;"19-May-01";"Suicide Bomber Kills 5; Israel Retaliates in Jet Strikes";"Palestinian suicide bomb leads Israel to retaliate with warplanes";19
26269;"21-May-01";"Bush Pushes Role of Private Sector In Aiding The Poor";"Bush urges private sector to become involved in reducing poverty";13
16857;"22-May-01";"Officials Long Debated Risks Of Anti-Drug Patrol in Peru";"State Department warned in 1994 that anti-drug program could result in civilian deaths";12
25377;"23-May-01";"3 Bush Cabinet Members Drop Meetings With G.O.P. Donors";"Some Bush Cabinet members back out of private meeting with GOP donors";20
25529;"25-May-01";"Balance of Power";"overview of consequences of Senator's party switch";20
28152;"26-May-01";"Congress Agrees On Final Details For Tax-Cut Bill";"House and Senate agree on final version of tax cut bill";1
28157;"27-May-01";"It Gets 78 Miles a Gallon, but U.S. Snubs Diesel";"cleaner, modern diesel-power cars popular in Europe";7
22059;"28-May-01";"Record Mile for High School Runner";"high schooler set record mile";29
28162;"30-May-01";"Oil Boom Nears for Alaska, Even if Refuge Isn't Drilled";"Alaska experiencing energy boom";8
28163;"31-May-01";"New Law Releases Juries In New York From Sequestering";"juries no longer have to stay in guarded hotel rooms when on criminal trials";12
25776;"1-Jun-01";"From an Egyptian Oasis, a Titan of a Dinosaur";"fossils of second largest dinosaur found in Egypt";19
28169;"2-Jun-01";"Economy Remained Weak in May as Employers Continued Job Cuts";"employers continued cutting jobs through May, weaking economy";1
25453;"4-Jun-01";"Senate's Democrats Aim to Walk Softly But Carry Big Gavel";"Democrats gain power in Senate, but presents task of leading effectively";20
28175;"5-Jun-01";"AIDS At 20";"overview of articles about AIDS 20 years since appeared";3
28177;"6-Jun-01";"Medicaid Curb for Immigrants is Ruled Illegal";"NY court rules state violated Constitution by denying Medicaid to legal immigrants";3
16889;"7-Jun-01";"U.S. Will Restart Wide Negotiations With North Korea";"Bush announces restart of negotiations with North Korea";16
28181;"8-Jun-01";"Subject to Review";"Politicians already talking about revisions to tax law";1
22066;"10-Jun-01";"The Cup Gets Away From the Devils";"Colorado wins Stanley Cup";29
21665;"11-Jun-01";"Tropical Storm Leaves 16 Dead In 2 Gulf States";"Tropical Storm causes damages, deaths in Texas";26
22973;"12-Jun-01";"Taxi Shelter";"Park reopens after renovations";99
5785;"13-Jun-01";"Pushing His Missile Plan in Spain, Bush Calls Arms Treaty a 'Relic'";"Bush claims ABM treaty obsolete, promotes missile defense plan in Spain";16
21006;"14-Jun-01";"Send Off the Clown";"Bozo the Clown's last television show";28
5591;"16-Jun-01";"Wife Says Suspect Told A Priest 20 Years Ago of Aiding Soviets";"wife of FBI spy suspect says husband admitted spying to a priest";16
5787;"17-Jun-01";"The President In Europe: The Talks; Putin Urges Bush Not To Act Alone On Missile Shield";"Putin warns Bush against developing missile shield";16
22068;"18-Jun-01";"U.S. Open Playoff Today";"Playoff between two golfers in US Open";29
23901;"19-Jun-01";"Bonus From Rejected Treaty";"network of sensors a boon to scientists";17
21345;"21-Jun-01";"Checks by the Batch for 2 in Mayor Race";"Democratic mayoral candidates turning to bundling to collect contributions";24
25780;"22-Jun-01";"In Hazy, Humid Houston, the Mosquitoes Are Winning. Big.";"Houston deals with mosquitos after flooding";15
23638;"23-Jun-01";"U.S. Court Upends Plans To Improve Cellular Service";"courts rule against improving cellular service based on government's illegal confiscation";17
25236;"25-Jun-01";"House G.O.P Seeks New Way To Block Campaign Measure";"Republicans trying to defeat campaign finance legislation in House";20
28220;"26-Jun-01";"Lacking Pensions, Older Divorced Women Remain at Work";"divorced women forced to work longer because lack money to retire";5
17249;"27-Jun-01";"New Issue at U.N: North Koreans Seeking Refugee Status in China";"North Koreans sneak in UN commissioner office seeking refuge, highlights problem in China";19
22070;"28-Jun-01";"Pro Basketball; N.B.A. Continues Youth Trend, Picking Schoolboys No. 1 and 2";"first four NBA drafts were high schoolers";29
19209;"29-Jun-01";"Challenge for a Tribunal";"Milosevic trial will test international law";19
21008;"30-Jun-01";"Ahhh, And Not A Minute Too Soon";"swim session kicked off at recreation center";28
19398;"2-Jul-01";"Saudis Say They, Not U.S., Will Try 11 in '96 Bombing";"Saudi Arabia will not turn over 11 Saudis indicted by US, will hold them in prision there";19
16891;"3-Jul-01";"North Korean Talks: U.S. Raises the Bar";"Bush agrees to open talks with North Korea, but has broad demands";16
28240;"4-Jul-01";"Self-Containted Mechanical Heart Throbs for First Time in a Human";"first fully implantable artificial heart placed in human";3
28244;"5-Jul-01";"Christian School Questioned Over Discipline for Wayward";"christian school teachers charged with child abuse for making students stand in manure";12
23464;"6-Jul-01";"Technology; Companies in U.S. Profiting From Surge In Internet Gambling";"American companies turning to overseas casinos to profit from online gambling";15
28250;"7-Jul-01";"Broad Job Losses Last Month Show Slump Is Lingering";"employment down in all sectors, including service, throwing doubts on economy's recovery";1
26310;"9-Jul-01";"A Rival Is Offering $44.5 Billion For AT&T's Cable TV Business";"Comcast offering billions in stock to acquire AT&T's cable";15
28256;"10-Jul-01";"Bush Seems to Ease His Stance On the Accountability of Schools";"White House favors a weaker accountability of educating poor, black, and Hispanics";6
28259;"11-Jul-01";"Bush Drug Plan Calls for Using Discount Cards";"Bush calls for changes in Medicare, wants elderly to acquire drug discount cards";3
28262;"12-Jul-01";"New Surplus Numbers";"White House warns federal surplus might be reduced";1
28264;"13-Jul-01";"Bush and Health Care Companies Promise Medicare Drug Discounts";"Five health care companies promise to help Medicare obtain discounts on drugs";3
28266;"14-Jul-01";"In Rural Areas, Interstates Build Their Own Economy";"interstates a source of economy in rural West";10
17524;"16-Jul-01";"Movie Made For Russia Roils Brighton Beach";"Russian television series about immigrants in NYC causes stir";19
28275;"17-Jul-01";"State School Chiefs Fret Ove U.S. Plan to Require Testing";"state education officials complain annual federal testing will undermine state ed system";6
18229;"18-Jul-01";"No Failure at Talks";"Indian-Pakistani officials claim summit did not fail, helped learn about each other";19
20649;"19-Jul-01";"G.O.P. Moderates Deal New Setback To House Leaders";"""faith-based initiative"" bill delayed in House by Republican Moderates";2
26322;"20-Jul-01";"Don't Walk. Skip.";"Police Athletic League";12
18009;"22-Jul-01";"Farm Unrest in Mexico Challenges New President";"Mexican peasants protesting agricultural policies, prices";19
5792;"23-Jul-01";"Genoa Summit Meeting: The Overview; Bush and Putin Tie Antimissile Talks To Big Arms Cuts";"Bush and Putin link missile defense system to cuts in nuclear arsenals";16
18338;"24-Jul-01";"Indonesia Gets A New Leader; Ex-Chief Balks";"new Indonesian president sworn in after legislative body ousted predecessor";19
18585;"26-Jul-01";"And Yet So Far: A Special Report; Quest for Mideast Peace; How and Why It Failed";"changes in perspective, relationship over Israel-Palestinian conflict";19
28307;"27-Jul-01";"Bush Says Plan For Immigrants Could Expand";"Bush hints that illegal immigrants from any country could apply for legal status";5
26328;"28-Jul-01";"House Demanding Strict Guidelines on Arsenic Levels";"House votes to keep restrictions on arsenic in drinking water";7
18340;"30-Jul-01";"Landslide in Japan For Governing Party";"Liberal Democratic Party in Japan wins victory";19
20614;"31-Jul-01";"White House Says the U.S. Is Not a Loner, Just Choosy";"Bush administration denies he is unilateralist, believes treaties have lost usefulness";20
28319;"1-Aug-01";"House Backs Ban On Human Cloning For Any Objective";"House bans cloning regardless of reason";3
28325;"2-Aug-01";"Experts on Mexican Trucking Say Safety Issue Is Misleading";"experts argue no data to prove Mexican trucks more dangerous than American";10
21018;"3-Aug-01";"Art for Ah's Sake";"exhibit at Contemporary Art Center";28
19287;"4-Aug-01";"U.N. Admits Error In Handling Video Of Arab Fighters";"UN admits error in handling of kidnapping tape";19
28335;"6-Aug-01";"A Health Danger From a Needle Becomes a Scourge Behind Bars";"thousands of prisoners affected with hepatitis C, worry of spread";12
25612;"7-Aug-01";"The Media Business; Publisher Will Pay Clinton Over $10 Million for Book";"Clinton to get $10 million for publishing memoirs";28
28340;"8-Aug-01";"Despite Opposition, Three Vow To Pursue Cloning of Humans";"three experts promise to continue working to create the first cloned human being";3
17556;"9-Aug-01";"Macedonians Give Tentative Approval To a Peace Accord";"Macedonians ok tentative peace accord with Albanians";19
20368;"10-Aug-01";"China's Leaders: Jiang's Views; Chinese President Is Optimistic About Relations With the U.S.";"Chinese President optimistic about future relations with US";19
28354;"12-Aug-01";"Wanted: A New Generation of Coal Miners";"population of coal miners aging";8
17557;"13-Aug-01";"Fleeing a Macedonian Battle Zone Before an Uncertain Cease-Fire";"people fleeing villages while government calls cease-fire in Macedonia";19
28362;"14-Aug-01";"Bush Says He Will Veto Any Bill Broadening His Stem Cell Policy";"Bush to veto any bill pushing stem cell research beyond his parameters";3
28367;"15-Aug-01";"Pataki Says He'll Sue";"Pataki to sue State Legislature for watered down budget";24
28370;"17-Aug-01";"Pataki Sues, Vying With Legislature On Albany Budget";"Pataki suing Legislature for power over budget";24
26335;"18-Aug-01";"U.S. Appeals Court Rejects Microsoft Request for Delay";"Microsoft antitrust case not to be delayed, penalties to be considered soon";15
21023;"19-Aug-01";"In Libraries and Cemeteries, Vacationing With Ancestors";"people taking vacations to find ancestors";28
18596;"20-Aug-01";"More Mideast Deaths And Sharp Disputes";"violence continues in Middle East";19
28390;"22-Aug-01";"Federal Reserve Cuts Its Key Rate By Quarter-Point";"Fed reduces interest rate by another quarter point for 7th straight time";1
28393;"23-Aug-01";"Tennessee's Fiscal Trouble Grow After Futile Push for Income Tax";"Tennessee struggling to remain in good financial management after economic downturn";1
25486;"24-Aug-01";"Condit Denies Any Knowledge Of Levy's Fate";"Representative Condit denies knowledge about intern's whereabouts";20
28401;"25-Aug-01";"Firestone Set to Pay $7.5 Million in Suit";"Firestone agrees to pay family in lawsuit";10
23799;"26-Aug-01";"Exploration of World Wide Web Tilts From Eclectic to Mudane";"Internet users loosing initial draw to eclectic possibilities";17
20444;"27-Aug-01";"U.S. Ready To End Sanctions On India To Build Alliance";"Bush to lift sanctions on India to strengthen relations";19
28412;"29-Aug-01";"Former Workers at Lucent See Nest Eggs Vanish, Too";"retirement savings for workers vanish as Lucen stock drastically drops";15
23800;"30-Aug-01";"U.S. Effort to Evade China's Web Censors";"US agencies trying to break through China's attempts to censor the web";17
18153;"31-Aug-01";"Factory Jobs Move Overseas As Japan's Troubles Deepen";"Japan manufacturing company cutting jobs as economy declines";19
17618;"1-Sep-01";"Health Care Gap Has British Looking Abroad";"British traveling to other countries for health services";19
22567;"3-Sep-01";"Christiaan Barnard, 78, Surgeon For First Heart Transplant, Dies";"Surgeon for first heart transplant dies";30
19288;"4-Sep-01";"The Racism Walkout: The Overview; U.S. And Israelis Quit Racism Talks Over Denunciation";"US and Israel walk out of UN racism conference";19
26344;"5-Sep-01";"Rivals Covet Giuliani's Crime Data, Not His Ways";"Mayoral candidates want the current low crime numbers, not the current policies";12
28428;"6-Sep-01";"U.S. Concedes Some Cell Lines Are Not Ready";"Bush administration admits not all stem cell colonies are ready for research";3
26347;"7-Sep-01";"U.S. VS. Microsoft: The Overview; U.S. Abandoning Its Efforts To Break Apart Microsoft, Saying It Seeks Resolution";"Bush administration changes stance on Microsoft antitrust case";15
20759;"8-Sep-01";"Scholar Sets Off Gastronomic False Alarm";"professor's research on complaints causes undo alarm in restaurants";15
17279;"9-Sep-01";"Chinese Fight Crime With Torture and Executions";"Torture and Execution Used by Chinese to Crack Down on Crime";19
26350;"10-Sep-01";"Desperate Measures -- A Special Report: Embattled Parents Seek Help, at Any Cost";"multi-billion dollar industry growing to benefit from parents who desperately seek help for kids";12
19894;"12-Sep-01";"A Day of Terror: The President; A Somber Bush Says Terrorism Cannot Prevail";"Bush vows to retaliate against those responsible for attacks in New York, Washington";16
17072;"13-Sep-01";"Pentagon Weighing Plans for Retaliation";"Pentagon officials return to building to draw up retaliation plans";16
17075;"15-Sep-01";"After The Attacks: The Overview; U.S. Demands Arab Countries 'Choose Sides'";"US demands Arab countries choose sides, following Senate vote to give President wide powers";16
19915;"16-Sep-01";"After The Attacks: The Trail; Bush Tells The Military To 'Get Ready'; Broader Spy Powers Gaining Support";"Congressional intelligence committee leaders support easing restrictions on spy agencies";16
19923;"18-Sep-01";"A Nation Challenged: The Overview; Wall St. Reopens Six Days After Shutdown; Stocks Slide 7%, But Investors Resist Panic";"stock market declines, but does not plunge, during first day after attacks";16
19931;"19-Sep-01";"A Nation Challenged: Policy And Legislation; U.S. Widens Policy On Detaining Suspects; Troubled Airlines Get Federal Aid Pledge";"Bush administration wides power to detain suspected immigrants";16
17081;"20-Sep-01";"A Nation Challenged: Washington; Bush's Advisers Split on Scope Of Retaliation";"Bush administration divided on scope and timing of military response";16
19937;"22-Sep-01";"A Nation Challenged: The Bailout; An Airline Bailout";"Congress passes package to bailout airlines, compensate victims";16
26359;"23-Sep-01";"A Nation Challenged: The Children; Anguish for Vast Toll of Children Left Behind";"communities facing challenge of comforting, raising children of WTC victims";12
19945;"24-Sep-01";"A Recovery, And a Pause";"remains of person pulled from WTC rubble";16
8108;"25-Sep-01";"A Nation Challenged: Moscow; Aligning With U.S.";"Russian President offers support for operations in Afghanistan";19
19949;"27-Sep-01";"A Nation Challenged: The Memorials; Rites of Grief, Without a Body to Cry Over";"families unable to engage in mourning process because they have no bodies to bury";16
26363;"28-Sep-01";"A Nation Challenged: The President; Bush to Increase Federal Role in Security at Airports";"Bush announces government will take stronger role in airline security, will station troops";10
26365;"29-Sep-01";"Microsoft Talks Ordered by Judge";"judge orders Microsoft and government to start new rounds of antitrust negotiations";15
7337;"1-Oct-01";"A Nation Challenged: The Rebels; Bush Approves Covert Aid for Taliban Foes";"Bush approves secret force to oppose Taliban and relief aid to Afghan refugees";16
19963;"2-Oct-01";"A Nation Challenged: The Donations; Mayor Asserts He, Not State, Will Oversee Charity Efforts";"Mayor, State fight for overseeing of Sept 11th charities";16
5494;"3-Oct-01";"A Nation Challenged: The Evidence; NATO Says U.S. Has Proof Against bin Laden Group";"NATO ready to help US fight if asked";16
28461;"4-Oct-01";"Researchers Say Gene Is Linked to Language";"speech and language gene found";3
19969;"6-Oct-01";"A Nation Challenged: The Investigation; U.S. Traces Path Of Hijacker Tied To Other Attacks";"hijackers had roles in previous attacks on American embassies";16
5597;"7-Oct-01";"A Nation Challenged: Intelligence; In Hindsight, C.I.A. Sees Flaws That Hindered Efforts on Terror";"CIA changing flaws to improve efforts";16
6642;"8-Oct-01";"A Nation Challenged: The Front; Thunderous Blasts And Bright Flashes Mark Kabul Strikes";"bombardment of Kabul begins";16
19976;"10-Oct-01";"A Nation Challenged: Global Links; Other Fronts Seen";"officials announce future covert operations to target terrorists in Southeast Asia";16
23692;"11-Oct-01";"A Nation Challenged: The Coverage; Networks Agree to U.S. Request To Edit Future bin Laden Tapes";"television networks agree to edit Bin Laden tapes";17
7345;"12-Oct-01";"A Nation Challenged: The Military; Long War is Seen";"US, Britain say military engagement in Afghanistan will be long";16
22976;"13-Oct-01";"Editor's Note: To Our Readers";"letter sent to NYT headquarters, no newspapers printed there";99
19982;"15-Oct-01";"A Nation Challenged: The Investigation; Some Terror Cells Broken Up in U.S., Investigators Say";"officials claim aggressive terrorism investigation arrests have broken terrorism cells";16
22106;"16-Oct-01";"Yankees Win Series With A's";"Yankees win American League Division";29
8015;"18-Oct-01";"On the Move in Search of Safety";"Afghan refugees fleeing to Pakistan";19
20369;"19-Oct-01";"First Meeting for Bush and Jiang";"Bush meets Chinese President in Shanghai";19
20636;"20-Oct-01";"A Nation Challenged: American Muslims; Saudis Seek to Add U.S. Muslims to Their Sect";"Saudis trying to get US muslims to join puritanical sect";31
19986;"22-Oct-01";"A Nation Challenged: The Congress; Lawmakers Seek Inquiry Into Intelligence Failures";"Congress begins inquiry into attacks";16
19429;"23-Oct-01";"A Nation Challenged: The Disease; 2 Workers Die and 2 Are Ill At Capitol's Postal Center; Inhaled Anthrax Indicated";"two postal workers die of anthrax";16
20463;"24-Oct-01";"Israelis Rebuff U.S. On Pullout Request";"new pressure on American-Israel relations after Isreal turns down Bush request to withdraw";19
19438;"26-Oct-01";"A Nation Challenged: The Legislation; Antiterrorism Bill Passes; U.S. Gets Expanded Powers";"Senate passes antiterrorism legislation";19
19440;"27-Oct-01";"A Nation Challenged: The Disease; Chief of C.D.C. Says Anthrax Is Likely In Additional Mail";"anthrax spores in mailrooms of CIA, Supreme Court, Army Medical Center";16
19178;"28-Oct-01";"Seeking Miracles in a Place of Cruelty and Beauty";"women turned to shrine with disfigured woman with hopes of having a baby";19
6658;"29-Oct-01";"A Nation Challenged: The Bombing; U.S Planes Bomb Taliban Artillery Near Rebel Artery";"Rumsfeld argues war going as military planners anticipated";16
19446;"31-Oct-01";"A Nation Challenged: The Disease; Excruciating Lessons In the Ways of a Disease";"assumptions of outbreak change with diagnosis of anthrax in hospital worker";16
19451;"1-Nov-01";"A Nation Challenged: Bioterror Treaty; U.S. Seeks Changes In Germ War Pact";"proposal to make acquiring bioweapon for terrorism a crime";19
26373;"2-Nov-01";"Fed by Low Rates, Refinancing Surge Is Helping Economy";"Americans refinancing morgages as rates fall";14
21402;"4-Nov-01";"The Mayoral Rivals";"mayoral candidates similar in significant ways";24
8117;"5-Nov-01";"A Nation Challenged: Military; U.S. May Gain Use Of More Air Bases To Strike Taliban";"Tajikistan-US close to agreement on letting US lead Afghan strikes from bases";16
21404;"6-Nov-01";"Ever-Tighter Mayoral Race Draws to a Bitter End";"mayoral race comes to a close end";24
21408;"8-Nov-01";"The 2001 Elections: Strategy; As Democrats Bicker, Bloomberg Era Begins";"new mayor takes office";24
6014;"9-Nov-01";"A Nation Challenged: The President; Bush Seeks New Volunteer Force for Civil Defense";"Bush to create volunteer civil defense service";16
8119;"10-Nov-01";"A Nation Challenged: Diplomacy; Pakistani Leader Seeks 'Gestures' For Backing U.S.";"Pakistani President looks for strong responses from US for support again terrorism";19
7259;"11-Nov-01";"A Nation Challenged: Hearts And Minds -- A Special Report; In the War on Terrorism, A Battle to Shape Opinion";"highly organized communications effort part of broader anti-terrorism campaign";16
20003;"12-Nov-01";"A Global Player";"Bush, Powell, Annan visit WTC site";16
5802;"14-Nov-01";"The Bush-Putin Summit: The Accord; Bush and Putin Agree to Reduce Stockpile of Nuclear Warheads";"Bush, Putin agree to cut nuclear stockpiles, avoid agreement on AMB treaty";16
8022;"15-Nov-01";"Kabul Revives";"Kabul sheds Taliban restrictions";19
6681;"17-Nov-01";"A Nation Challenged: Kabul; In 2 Abandoned Kabul Houses, Some Hints Of Al Qaeda Presence";"houses of Taliban defense ministry contained flight simulators, information of weapons";16
17371;"18-Nov-01";"At Last, Signs of Economic Revival in Russia";"economy on upturn in Russia";19
23115;"19-Nov-01";"Phillips and Conoco to Form U.S. Gasoline Giant";"Oil companies to merge to great largest gasoline retailer";15
8025;"20-Nov-01";"Kabul Cinema Opens to Joy and Chaos";"first movie shown in public in Afghanistan";19
6687;"21-Nov-01";"A Price on Their Heads";"leaflets dropped in Afghanistan offering reward for Osama bin Laden and Ayman al-Zawahiri";16
19064;"23-Nov-01";"Democracy's Uneasy Steps in Islamic World";"Islamic countries becoming more open, experimenting in freedom";19
18623;"24-Nov-01";"Israelis Forces Kill a Top Leader Of Islamic Group in West Bank";"Israeli forces kill top leader of Hamas";19
28489;"25-Nov-01";"Bargains for Buyers May Also Hold Risk Of Slower Recovery";"product discounts could extend economic downturn to recession";1
6923;"27-Nov-01";"A Nation Challenged: Mazar-I-Sharif; U.S. Bomb Wounds G.I's as Battle Rages at Fort";"five Americans wounded in battle between Taliban, Americans, Northern Alliance";16
28492;"28-Nov-01";"Detention Power Expanded";"Justice Depart gives self more powers to hold foreigners";12
6925;"29-Nov-01";"A Nation Challenged: The Casuality; C.I.A. Names Agent Killed In Fortness";"CIA agent killed in Taliban Prison uprising";16
6962;"30-Nov-01";"A Nation Challenged: Civil Liberties; President Defends Military Tribunals In Terrorist Cases";"Bush defends decision to use military tribunals for terrorists";16
7701;"1-Dec-01";"Afghan Talks Stall";"negotiations on interim Afghan government stall";16
6706;"3-Dec-01";"A Nation Challenged: The Fighting; U.S. Planes Keep Up Bombing Of Kandahar as Allies Close In";"Americans continue bombing Taliban stronghold";16
20016;"4-Dec-01";"A Nation Challenged: The Lists; Alive and Well, No Matter What the Lists Say";"survivors of WTC attacks find themselves on list of dead";16
23116;"5-Dec-01";"Steel Producers Seek a Merger, With U.S. Help";"steel companies want to merge into single company";15
23157;"6-Dec-01";"Ex-Chief of Sotheby's Is Convicted of Price Fixing";"Sotheby's Chief found guilty of price fixing";15
8120;"8-Dec-01";"A Nation Challenged: Supplying The Taliban; Pakistan Ended Aid to Taliban Only Hesitantly";"Pakistan still providing arms support to Taliban despite pledge not to";19
6711;"9-Dec-01";"A Nation Challenged: Shifting Fronts, Rising Danger: The Afghanistan War Evolves";"despite fall of Taliban, war in Afghanistan not over";16
26406;"10-Dec-01";"Hewlett's Chief Is In a Battle For Her Deal and Her Career";"HP CEO struggles as deal with Compaq may make or break career";15
6716;"12-Dec-01";"A Nation Challenged: The Fighting; Al Qaeda Balks At Surrender; Bin Laden Is In ""Shrinking Area""";"Bin Laden believed to be hiding in smaller area of Afghan mountains";16
20022;"13-Dec-01";"A Nation Challenged: The Towers; Faulty Fireproofing Is Reviewed as Factor in Trade Center Collapse";"faulty fireproofing may have had role in collapse of WTC";16
20025;"14-Dec-01";"A Nation Challenged: The Mastermind; A Glimpse, Guard Down";"Bin Laden tape shows two goals of attacks";16
18634;"15-Dec-01";"Shots Disrupt West Bank Funeral";"funeral disrupted by bullets";19
26409;"17-Dec-01";"As Welfare Comes to an End, So Do the Jobs";"workfare jobs on freeze as recession kicks in";13
6929;"18-Dec-01";"Buried With Honors";"soldier killed in Afghanistan buried";16
21817;"19-Dec-01";"Fire Damages St. John the Divine";"fire destroys church";27
18101;"21-Dec-01";"Argentine Leader, His Nation Frayed, Abruptly Resigns";"Argentina President resigns amid economic crisis";19
18234;"22-Dec-01";"India Recalling Pakistan Envoy Over Delhi Raid";"India cutting contact with Pakistan after attack on Parliament";19
20031;"23-Dec-01";"A Nation Challenged: Foreign Policy Team; Wartime Forges A United Front For Bush Aides";"Sept 11th has unified Bush aides";16
19495;"24-Dec-01";"A Nation Challenged: Pakistan; Kashmir's Islamic Guerrillas See Little to Fear From U.S.";"Islamic terrorists in Pakistan put on US's official list";19
20033;"25-Dec-01";"A Nation Challenged: The Towers; Experts Urging Broader Inquiry In Towers' Fall";"calls for wider inquiry of collapse of towers";16
28520;"26-Dec-01";"A Nation Challenged: The Employer; Familites of Victims Fault Benefits Plan Of Insurance Giant";"victims families upset with insurance company's offer of free health insurance";3
28523;"28-Dec-01";"6 Killed in Herald Square By Out-of-Control Van";"automobile accident kills 6 in NYC";10
7363;"29-Dec-01";"A Nation Challenged: The Afghanistan Mission; U.S Forces Facing Long Afghan Stay, President Asserts";"Bush claims mission in Afghanistan will be long one";16
21039;"30-Dec-01";"A Bit of a Hurry For a New Year";"people looking forward to the New Year";28
22980;"31-Dec-01";"Special Today: The Year in Pictures";"year in review in pictures";99
18240;"2-Jan-02";"Seeking a New Ending";"Kashmir crisis; signs of peaceful resolution; news analysis.";19
18103;"3-Jan-02";"Next in Line in Argentina";"Argentina crisis; inauguration of new president.";19
17627;"4-Jan-02";"Scottish Islanders Wake Up As Lairds of All They Survey";"Land reform in Scotland to break up large estates of lairds.";19
6737;"6-Jan-02";"U.S. Takes Custody Of a Qaeda Trainer Seized by Pakistan";"Transfer to U.S. of Al Qaeda paramilitary trainer captured by Pakistani forces";16
8037;"7-Jan-02";"A Fertile Valley Left Barren by the Taliban";"Afghanistan; devastation of anti-Taliban area by retreating Taliban forces.";19
28541;"8-Jan-02";"REGULATORS URGE EASING U.S. RULES ON AIR POLLUTION";"Bush administration regulators urging that rules regulating air pollution by power plants be relaxed.";7
